TARGET_NAME,FRAME_TYPE,DATE_OBS,BJD,SESSION_ID,FILE_NAME,RELATIVE_PATH,OBS_DATE,EXPOSURE,FILTER,TIME_DIFF_HOURS
CoRoT-2,Science,2026-08-16 04:42:15.468000+00:00,2461268.696012361,CoRoT-2_Session_2,CoRoT-2260816044215.fits,observations/2026-08-16/CoRoT-2/session_01/CoRoT-2260816044215.fits,2026-08-15,60.0,Clear,0.03707138888888889
CoRoT-2,Science,2026-08-16 04:45:15.775000+00:00,2461268.6980992476,CoRoT-2_Session_2,CoRoT-2260816044515.fits,observations/2026-08-16/CoRoT-2/session_01/CoRoT-2260816044515.fits,2026-08-15,60.0,Clear,0.05008527777777778
CoRoT-2,Science,2026-08-16 04:48:15.283000+00:00,2461268.7001768867,CoRoT-2_Session_2,CoRoT-2260816044815.fits,observations/2026-08-16/CoRoT-2/session_01/CoRoT-2260816044815.fits,2026-08-15,60.0,Clear,0.049863333333333336
CoRoT-2,Science,2026-08-16 04:51:15.688000+00:00,2461268.7022649073,CoRoT-2_Session_2,CoRoT-2260816045115.fits,observations/2026-08-16/CoRoT-2/session_01/CoRoT-2260816045115.fits,2026-08-15,60.0,Clear,0.0501125
CoRoT-2,Science,2026-08-16 04:54:16.108000+00:00,2461268.704353102,CoRoT-2_Session_2,CoRoT-2260816045416.fits,observations/2026-08-16/CoRoT-2/session_01/CoRoT-2260816045416.fits,2026-08-15,60.0,Clear,0.050116666666666664
CoRoT-2,Science,2026-08-16 04:57:16.545000+00:00,2461268.7064414932,CoRoT-2_Session_2,CoRoT-2260816045716.fits,observations/2026-08-16/CoRoT-2/session_01/CoRoT-2260816045716.fits,2026-08-15,60.0,Clear,0.05012138888888889
CoRoT-2,Science,2026-08-16 05:00:15.986000+00:00,2461268.7085183566,CoRoT-2_Session_2,CoRoT-2260816050015.fits,observations/2026-08-16/CoRoT-2/session_01/CoRoT-2260816050015.fits,2026-08-15,60.0,Clear,0.04984472222222222
CoRoT-2,Science,2026-08-16 05:03:15.395000+00:00,2461268.7105948497,CoRoT-2_Session_2,CoRoT-2260816050315.fits,observations/2026-08-16/CoRoT-2/session_01/CoRoT-2260816050315.fits,2026-08-15,60.0,Clear,0.04983583333333333
CoRoT-2,Science,2026-08-16 05:06:15.900000+00:00,2461268.712684028,CoRoT-2_Session_2,CoRoT-2260816050615.fits,observations/2026-08-16/CoRoT-2/session_01/CoRoT-2260816050615.fits,2026-08-15,60.0,Clear,0.05014027777777778
CoRoT-2,Science,2026-08-16 05:09:15.402000+00:00,2461268.714761597,CoRoT-2_Session_2,CoRoT-2260816050915.fits,observations/2026-08-16/CoRoT-2/session_01/CoRoT-2260816050915.fits,2026-08-15,60.0,Clear,0.04986166666666667
CoRoT-2,Science,2026-08-16 05:12:15.864000+00:00,2461268.716850278,CoRoT-2_Session_2,CoRoT-2260816051215.fits,observations/2026-08-16/CoRoT-2/session_01/CoRoT-2260816051215.fits,2026-08-15,60.0,Clear,0.05012833333333333
CoRoT-2,Science,2026-08-16 05:15:15.254000+00:00,2461268.718926551,CoRoT-2_Session_2,CoRoT-2260816051515.fits,observations/2026-08-16/CoRoT-2/session_01/CoRoT-2260816051515.fits,2026-08-15,60.0,Clear,0.04983055555555555
CoRoT-2,Science,2026-08-16 05:18:15.812000+00:00,2461268.7210163428,CoRoT-2_Session_2,CoRoT-2260816051815.fits,observations/2026-08-16/CoRoT-2/session_01/CoRoT-2260816051815.fits,2026-08-15,60.0,Clear,0.050155
CoRoT-2,Science,2026-08-16 05:21:15.229000+00:00,2461268.723092928,CoRoT-2_Session_2,CoRoT-2260816052115.fits,observations/2026-08-16/CoRoT-2/session_01/CoRoT-2260816052115.fits,2026-08-15,60.0,Clear,0.04983805555555556
CoRoT-2,Science,2026-08-16 05:24:15.686000+00:00,2461268.7251815507,CoRoT-2_Session_2,CoRoT-2260816052415.fits,observations/2026-08-16/CoRoT-2/session_01/CoRoT-2260816052415.fits,2026-08-15,60.0,Clear,0.05012694444444444
CoRoT-2,Science,2026-08-16 05:30:15.673000+00:00,2461268.729348067,CoRoT-2_Session_2,CoRoT-2260816053015.fits,observations/2026-08-16/CoRoT-2/session_01/CoRoT-2260816053015.fits,2026-08-15,60.0,Clear,0.0999963888888889
CoRoT-2,Science,2026-08-16 05:33:16.090000+00:00,2461268.731436227,CoRoT-2_Session_2,CoRoT-2260816053316.fits,observations/2026-08-16/CoRoT-2/session_01/CoRoT-2260816053316.fits,2026-08-15,60.0,Clear,0.05011583333333333
