filename,datetime,fits_url,fov,exposure,filter,target,telescope,site,user,is_calibration,session_id,filepath,download_status,file_size
Dark-C-260806124514,2026-08-06 12:45:14,https://mo-www.cfa.harvard.edu/ImageDirectory/Dark-C-260806124514.FITS,Main,60.00,Opaque,Calibration,Cecilia,AZ,moguest,True,,calibration\2026-08-06\Dark-C-260806124514.fits,already_exists,656640
Dark-C-260806125119,2026-08-06 12:51:19,https://mo-www.cfa.harvard.edu/ImageDirectory/Dark-C-260806125119.FITS,Main,60.00,Opaque,Calibration,Cecilia,AZ,moguest,True,,calibration\2026-08-06\Dark-C-260806125119.fits,already_exists,656640
Dark-C-260807123949,2026-08-07 12:39:49,https://mo-www.cfa.harvard.edu/ImageDirectory/Dark-C-260807123949.FITS,Main,60.00,Opaque,Calibration,Cecilia,AZ,moguest,True,,calibration\2026-08-07\Dark-C-260807123949.fits,already_exists,656640
Dark-C-260807124553,2026-08-07 12:45:53,https://mo-www.cfa.harvard.edu/ImageDirectory/Dark-C-260807124553.FITS,Main,60.00,Opaque,Calibration,Cecilia,AZ,moguest,True,,calibration\2026-08-07\Dark-C-260807124553.fits,already_exists,656640
Dark-C-260808123758,2026-08-08 12:37:58,https://mo-www.cfa.harvard.edu/ImageDirectory/Dark-C-260808123758.FITS,Main,60.00,Opaque,Calibration,Cecilia,AZ,moguest,True,,calibration\2026-08-08\Dark-C-260808123758.fits,already_exists,656640
Dark-C-260808124401,2026-08-08 12:44:01,https://mo-www.cfa.harvard.edu/ImageDirectory/Dark-C-260808124401.FITS,Main,60.00,Opaque,Calibration,Cecilia,AZ,moguest,True,,calibration\2026-08-08\Dark-C-260808124401.fits,already_exists,656640
Dark-C-260809052054,2026-08-09 05:20:54,https://mo-www.cfa.harvard.edu/ImageDirectory/Dark-C-260809052054.FITS,Main,60.00,Opaque,Calibration,Cecilia,AZ,moguest,True,,calibration\2026-08-09\Dark-C-260809052054.fits,already_exists,656640
Dark-C-260809052457,2026-08-09 05:24:57,https://mo-www.cfa.harvard.edu/ImageDirectory/Dark-C-260809052457.FITS,Main,60.00,Opaque,Calibration,Cecilia,AZ,moguest,True,,calibration\2026-08-09\Dark-C-260809052457.fits,already_exists,656640
Dark-C-260810123529,2026-08-10 12:35:29,https://mo-www.cfa.harvard.edu/ImageDirectory/Dark-C-260810123529.FITS,Main,60.00,Opaque,Calibration,Cecilia,AZ,moguest,True,,calibration\2026-08-10\Dark-C-260810123529.fits,already_exists,656640
Dark-C-260810124133,2026-08-10 12:41:33,https://mo-www.cfa.harvard.edu/ImageDirectory/Dark-C-260810124133.FITS,Main,60.00,Opaque,Calibration,Cecilia,AZ,moguest,True,,calibration\2026-08-10\Dark-C-260810124133.fits,downloaded,656640
Dark-C-260811065634,2026-08-11 06:56:34,https://mo-www.cfa.harvard.edu/ImageDirectory/Dark-C-260811065634.FITS,Main,60.00,Opaque,Calibration,Cecilia,AZ,moguest,True,,calibration\2026-08-11\Dark-C-260811065634.fits,downloaded,656640
Dark-C-260811070036,2026-08-11 07:00:36,https://mo-www.cfa.harvard.edu/ImageDirectory/Dark-C-260811070036.FITS,Main,60.00,Opaque,Calibration,Cecilia,AZ,moguest,True,,calibration\2026-08-11\Dark-C-260811070036.fits,downloaded,656640
Dark-C-260812132017,2026-08-12 13:20:17,https://mo-www.cfa.harvard.edu/ImageDirectory/Dark-C-260812132017.FITS,Main,60.00,Opaque,Calibration,Cecilia,AZ,moguest,True,,calibration\2026-08-12\Dark-C-260812132017.fits,downloaded,656640
Dark-C-260812132634,2026-08-12 13:26:34,https://mo-www.cfa.harvard.edu/ImageDirectory/Dark-C-260812132634.FITS,Main,60.00,Opaque,Calibration,Cecilia,AZ,moguest,True,,calibration\2026-08-12\Dark-C-260812132634.fits,downloaded,656640
Dark-C-260813131225,2026-08-13 13:12:25,https://mo-www.cfa.harvard.edu/ImageDirectory/Dark-C-260813131225.FITS,Main,60.00,Opaque,Calibration,Cecilia,AZ,moguest,True,,calibration\2026-08-13\Dark-C-260813131225.fits,downloaded,656640
Dark-C-260813131845,2026-08-13 13:18:45,https://mo-www.cfa.harvard.edu/ImageDirectory/Dark-C-260813131845.FITS,Main,60.00,Opaque,Calibration,Cecilia,AZ,moguest,True,,calibration\2026-08-13\Dark-C-260813131845.fits,downloaded,656640
Dark-C-260814041126,2026-08-14 04:11:26,https://mo-www.cfa.harvard.edu/ImageDirectory/Dark-C-260814041126.FITS,Main,60.00,Opaque,Calibration,Cecilia,AZ,moguest,True,,calibration\2026-08-14\Dark-C-260814041126.fits,downloaded,656640
Dark-C-260814041518,2026-08-14 04:15:18,https://mo-www.cfa.harvard.edu/ImageDirectory/Dark-C-260814041518.FITS,Main,60.00,Opaque,Calibration,Cecilia,AZ,moguest,True,,calibration\2026-08-14\Dark-C-260814041518.fits,downloaded,656640
Dark-C-260815125751,2026-08-15 12:57:51,https://mo-www.cfa.harvard.edu/ImageDirectory/Dark-C-260815125751.FITS,Main,60.00,Opaque,Calibration,Cecilia,AZ,moguest,True,,calibration\2026-08-15\Dark-C-260815125751.fits,downloaded,656640
Dark-C-260815130350,2026-08-15 13:03:50,https://mo-www.cfa.harvard.edu/ImageDirectory/Dark-C-260815130350.FITS,Main,60.00,Opaque,Calibration,Cecilia,AZ,moguest,True,,calibration\2026-08-15\Dark-C-260815130350.fits,downloaded,656640
Dark-C-260816105136,2026-08-16 10:51:36,https://mo-www.cfa.harvard.edu/ImageDirectory/Dark-C-260816105136.FITS,Main,60.00,Opaque,Calibration,Cecilia,AZ,moguest,True,,calibration\2026-08-16\Dark-C-260816105136.fits,downloaded,656640
Dark-C-260816105416,2026-08-16 10:54:16,https://mo-www.cfa.harvard.edu/ImageDirectory/Dark-C-260816105416.FITS,Main,60.00,Opaque,Calibration,Cecilia,AZ,moguest,True,,calibration\2026-08-16\Dark-C-260816105416.fits,downloaded,656640
Dark-C-260817143529,2026-08-17 14:35:29,https://mo-www.cfa.harvard.edu/ImageDirectory/Dark-C-260817143529.FITS,Main,60.00,Opaque,Calibration,Cecilia,AZ,moguest,True,,calibration\2026-08-17\Dark-C-260817143529.fits,downloaded,656640
Dark-C-260817144151,2026-08-17 14:41:51,https://mo-www.cfa.harvard.edu/ImageDirectory/Dark-C-260817144151.FITS,Main,60.00,Opaque,Calibration,Cecilia,AZ,moguest,True,,calibration\2026-08-17\Dark-C-260817144151.fits,downloaded,656640
Dark-C-260818123305,2026-08-18 12:33:05,https://mo-www.cfa.harvard.edu/ImageDirectory/Dark-C-260818123305.FITS,Main,60.00,Opaque,Calibration,Cecilia,AZ,moguest,True,,calibration\2026-08-18\Dark-C-260818123305.fits,downloaded,656640
Dark-C-260818123900,2026-08-18 12:39:00,https://mo-www.cfa.harvard.edu/ImageDirectory/Dark-C-260818123900.FITS,Main,60.00,Opaque,Calibration,Cecilia,AZ,moguest,True,,calibration\2026-08-18\Dark-C-260818123900.fits,downloaded,656640
Dark-C-260819131908,2026-08-19 13:19:08,https://mo-www.cfa.harvard.edu/ImageDirectory/Dark-C-260819131908.FITS,Main,60.00,Opaque,Calibration,Cecilia,AZ,moguest,True,,calibration\2026-08-19\Dark-C-260819131908.fits,downloaded,656640
Dark-C-260819132516,2026-08-19 13:25:17,https://mo-www.cfa.harvard.edu/ImageDirectory/Dark-C-260819132516.FITS,Main,60.00,Opaque,Calibration,Cecilia,AZ,moguest,True,,calibration\2026-08-19\Dark-C-260819132516.fits,downloaded,656640
Dark-C-260820122815,2026-08-20 12:28:15,https://mo-www.cfa.harvard.edu/ImageDirectory/Dark-C-260820122815.FITS,Main,60.00,Opaque,Calibration,Cecilia,AZ,moguest,True,,calibration\2026-08-20\Dark-C-260820122815.fits,downloaded,656640
Dark-C-260820123412,2026-08-20 12:34:12,https://mo-www.cfa.harvard.edu/ImageDirectory/Dark-C-260820123412.FITS,Main,60.00,Opaque,Calibration,Cecilia,AZ,moguest,True,,calibration\2026-08-20\Dark-C-260820123412.fits,downloaded,656640
Dark-C-260821102439,2026-08-21 10:24:39,https://mo-www.cfa.harvard.edu/ImageDirectory/Dark-C-260821102439.FITS,Main,60.00,Opaque,Calibration,Cecilia,AZ,moguest,True,,calibration\2026-08-21\Dark-C-260821102439.fits,downloaded,656640
Dark-C-260821102716,2026-08-21 10:27:16,https://mo-www.cfa.harvard.edu/ImageDirectory/Dark-C-260821102716.FITS,Main,60.00,Opaque,Calibration,Cecilia,AZ,moguest,True,,calibration\2026-08-21\Dark-C-260821102716.fits,downloaded,656640
Dark-C-260822130005,2026-08-22 13:00:05,https://mo-www.cfa.harvard.edu/ImageDirectory/Dark-C-260822130005.FITS,Main,60.00,Opaque,Calibration,Cecilia,AZ,moguest,True,,calibration\2026-08-22\Dark-C-260822130005.fits,downloaded,656640
Dark-C-260822130612,2026-08-22 13:06:12,https://mo-www.cfa.harvard.edu/ImageDirectory/Dark-C-260822130612.FITS,Main,60.00,Opaque,Calibration,Cecilia,AZ,moguest,True,,calibration\2026-08-22\Dark-C-260822130612.fits,downloaded,656640
Dark-C-260823133356,2026-08-23 13:33:56,https://mo-www.cfa.harvard.edu/ImageDirectory/Dark-C-260823133356.FITS,Main,60.00,Opaque,Calibration,Cecilia,AZ,moguest,True,,calibration\2026-08-23\Dark-C-260823133356.fits,downloaded,656640
Dark-C-260823134010,2026-08-23 13:40:10,https://mo-www.cfa.harvard.edu/ImageDirectory/Dark-C-260823134010.FITS,Main,60.00,Opaque,Calibration,Cecilia,AZ,moguest,True,,calibration\2026-08-23\Dark-C-260823134010.fits,downloaded,656640
Dark-C-260824084249,2026-08-24 08:42:49,https://mo-www.cfa.harvard.edu/ImageDirectory/Dark-C-260824084249.FITS,Main,60.00,Opaque,Calibration,Cecilia,AZ,moguest,True,,calibration\2026-08-24\Dark-C-260824084249.fits,downloaded,656640
Dark-C-260824084515,2026-08-24 08:45:15,https://mo-www.cfa.harvard.edu/ImageDirectory/Dark-C-260824084515.FITS,Main,60.00,Opaque,Calibration,Cecilia,AZ,moguest,True,,calibration\2026-08-24\Dark-C-260824084515.fits,downloaded,656640
Dark-C-260825120049,2026-08-25 12:00:49,https://mo-www.cfa.harvard.edu/ImageDirectory/Dark-C-260825120049.FITS,Main,60.00,Opaque,Calibration,Cecilia,AZ,moguest,True,,calibration\2026-08-25\Dark-C-260825120049.fits,downloaded,656640
Dark-C-260825120641,2026-08-25 12:06:41,https://mo-www.cfa.harvard.edu/ImageDirectory/Dark-C-260825120641.FITS,Main,60.00,Opaque,Calibration,Cecilia,AZ,moguest,True,,calibration\2026-08-25\Dark-C-260825120641.fits,downloaded,656640
Dark-C-260826130241,2026-08-26 13:02:41,https://mo-www.cfa.harvard.edu/ImageDirectory/Dark-C-260826130241.FITS,Main,60.00,Opaque,Calibration,Cecilia,AZ,moguest,True,,calibration\2026-08-26\Dark-C-260826130241.fits,downloaded,656640
Dark-C-260826130852,2026-08-26 13:08:52,https://mo-www.cfa.harvard.edu/ImageDirectory/Dark-C-260826130852.FITS,Main,60.00,Opaque,Calibration,Cecilia,AZ,moguest,True,,calibration\2026-08-26\Dark-C-260826130852.fits,downloaded,656640
Dark-C-260827114853,2026-08-27 11:48:53,https://mo-www.cfa.harvard.edu/ImageDirectory/Dark-C-260827114853.FITS,Main,60.00,Opaque,Calibration,Cecilia,AZ,moguest,True,,calibration\2026-08-27\Dark-C-260827114853.fits,downloaded,656640
Dark-C-260827115115,2026-08-27 11:51:15,https://mo-www.cfa.harvard.edu/ImageDirectory/Dark-C-260827115115.FITS,Main,60.00,Opaque,Calibration,Cecilia,AZ,moguest,True,,calibration\2026-08-27\Dark-C-260827115115.fits,downloaded,656640
Dark-C-260828122643,2026-08-28 12:26:43,https://mo-www.cfa.harvard.edu/ImageDirectory/Dark-C-260828122643.FITS,Main,60.00,Opaque,Calibration,Cecilia,AZ,moguest,True,,calibration\2026-08-28\Dark-C-260828122643.fits,downloaded,656640
Dark-C-260828123245,2026-08-28 12:32:45,https://mo-www.cfa.harvard.edu/ImageDirectory/Dark-C-260828123245.FITS,Main,60.00,Opaque,Calibration,Cecilia,AZ,moguest,True,,calibration\2026-08-28\Dark-C-260828123245.fits,downloaded,656640
Dark-C-260829130648,2026-08-29 13:06:48,https://mo-www.cfa.harvard.edu/ImageDirectory/Dark-C-260829130648.FITS,Main,60.00,Opaque,Calibration,Cecilia,AZ,moguest,True,,calibration\2026-08-29\Dark-C-260829130648.fits,downloaded,656640
Dark-C-260829131251,2026-08-29 13:12:51,https://mo-www.cfa.harvard.edu/ImageDirectory/Dark-C-260829131251.FITS,Main,60.00,Opaque,Calibration,Cecilia,AZ,moguest,True,,calibration\2026-08-29\Dark-C-260829131251.fits,downloaded,656640
Dark-C-260830105947,2026-08-30 10:59:47,https://mo-www.cfa.harvard.edu/ImageDirectory/Dark-C-260830105947.FITS,Main,60.00,Opaque,Calibration,Cecilia,AZ,moguest,True,,calibration\2026-08-30\Dark-C-260830105947.fits,downloaded,656640
Dark-C-260830110132,2026-08-30 11:01:32,https://mo-www.cfa.harvard.edu/ImageDirectory/Dark-C-260830110132.FITS,Main,60.00,Opaque,Calibration,Cecilia,AZ,moguest,True,,calibration\2026-08-30\Dark-C-260830110132.fits,downloaded,656640
Dark-C-260831071252,2026-08-31 07:12:52,https://mo-www.cfa.harvard.edu/ImageDirectory/Dark-C-260831071252.FITS,Main,60.00,Opaque,Calibration,Cecilia,AZ,moguest,True,,calibration\2026-08-31\Dark-C-260831071252.fits,downloaded,656640
Dark-C-260831071515,2026-08-31 07:15:15,https://mo-www.cfa.harvard.edu/ImageDirectory/Dark-C-260831071515.FITS,Main,60.00,Opaque,Calibration,Cecilia,AZ,moguest,True,,calibration\2026-08-31\Dark-C-260831071515.fits,downloaded,656640
Dark-C-260901125558,2026-09-01 12:55:58,https://mo-www.cfa.harvard.edu/ImageDirectory/Dark-C-260901125558.FITS,Main,60.00,Opaque,Calibration,Cecilia,AZ,moguest,True,,calibration\2026-09-01\Dark-C-260901125558.fits,downloaded,656640
Dark-C-260901130158,2026-09-01 13:01:58,https://mo-www.cfa.harvard.edu/ImageDirectory/Dark-C-260901130158.FITS,Main,60.00,Opaque,Calibration,Cecilia,AZ,moguest,True,,calibration\2026-09-01\Dark-C-260901130158.fits,downloaded,656640
Dark-C-260902122959,2026-09-02 12:29:59,https://mo-www.cfa.harvard.edu/ImageDirectory/Dark-C-260902122959.FITS,Main,60.00,Opaque,Calibration,Cecilia,AZ,moguest,True,,calibration\2026-09-02\Dark-C-260902122959.fits,downloaded,656640
Dark-C-260902123555,2026-09-02 12:35:55,https://mo-www.cfa.harvard.edu/ImageDirectory/Dark-C-260902123555.FITS,Main,60.00,Opaque,Calibration,Cecilia,AZ,moguest,True,,calibration\2026-09-02\Dark-C-260902123555.fits,downloaded,656640
Dark-C-260903101018,2026-09-03 10:10:18,https://mo-www.cfa.harvard.edu/ImageDirectory/Dark-C-260903101018.FITS,Main,60.00,Opaque,Calibration,Cecilia,AZ,moguest,True,,calibration\2026-09-03\Dark-C-260903101018.fits,downloaded,656640
Dark-C-260903101215,2026-09-03 10:12:15,https://mo-www.cfa.harvard.edu/ImageDirectory/Dark-C-260903101215.FITS,Main,60.00,Opaque,Calibration,Cecilia,AZ,moguest,True,,calibration\2026-09-03\Dark-C-260903101215.fits,downloaded,656640
Dark-C-260905122732,2026-09-05 12:27:32,https://mo-www.cfa.harvard.edu/ImageDirectory/Dark-C-260905122732.FITS,Main,60.00,Opaque,Calibration,Cecilia,AZ,moguest,True,,calibration\2026-09-05\Dark-C-260905122732.fits,downloaded,656640
Dark-C-260905123330,2026-09-05 12:33:30,https://mo-www.cfa.harvard.edu/ImageDirectory/Dark-C-260905123330.FITS,Main,60.00,Opaque,Calibration,Cecilia,AZ,moguest,True,,calibration\2026-09-05\Dark-C-260905123330.fits,downloaded,656640
CoRoT-2260809051853,2026-08-09 05:18:53,https://mo-www.cfa.harvard.edu/ImageDirectory/CoRoT-2260809051853.FITS,Main,60.00,Clear,CoRoT-2,Cecilia,AZ,moguest,False,session_01,observations\2026-08-09\CoRoT-2\session_01\CoRoT-2260809051853.fits,downloaded,656640
CoRoT-2260809052256,2026-08-09 05:22:56,https://mo-www.cfa.harvard.edu/ImageDirectory/CoRoT-2260809052256.FITS,Main,60.00,Clear,CoRoT-2,Cecilia,AZ,moguest,False,session_01,observations\2026-08-09\CoRoT-2\session_01\CoRoT-2260809052256.fits,downloaded,656640
CoRoT-2260809052658,2026-08-09 05:26:58,https://mo-www.cfa.harvard.edu/ImageDirectory/CoRoT-2260809052658.FITS,Main,60.00,Clear,CoRoT-2,Cecilia,AZ,moguest,False,session_01,observations\2026-08-09\CoRoT-2\session_01\CoRoT-2260809052658.fits,downloaded,656640
CoRoT-2260809052844,2026-08-09 05:28:44,https://mo-www.cfa.harvard.edu/ImageDirectory/CoRoT-2260809052844.FITS,Main,60.00,Clear,CoRoT-2,Cecilia,AZ,moguest,False,session_01,observations\2026-08-09\CoRoT-2\session_01\CoRoT-2260809052844.fits,downloaded,656640
CoRoT-2260809053031,2026-08-09 05:30:31,https://mo-www.cfa.harvard.edu/ImageDirectory/CoRoT-2260809053031.FITS,Main,60.00,Clear,CoRoT-2,Cecilia,AZ,moguest,False,session_01,observations\2026-08-09\CoRoT-2\session_01\CoRoT-2260809053031.fits,downloaded,656640
CoRoT-2260809053315,2026-08-09 05:33:15,https://mo-www.cfa.harvard.edu/ImageDirectory/CoRoT-2260809053315.FITS,Main,60.00,Clear,CoRoT-2,Cecilia,AZ,moguest,False,session_01,observations\2026-08-09\CoRoT-2\session_01\CoRoT-2260809053315.fits,downloaded,656640
CoRoT-2260809053616,2026-08-09 05:36:16,https://mo-www.cfa.harvard.edu/ImageDirectory/CoRoT-2260809053616.FITS,Main,60.00,Clear,CoRoT-2,Cecilia,AZ,moguest,False,session_01,observations\2026-08-09\CoRoT-2\session_01\CoRoT-2260809053616.fits,downloaded,656640
CoRoT-2260809053915,2026-08-09 05:39:15,https://mo-www.cfa.harvard.edu/ImageDirectory/CoRoT-2260809053915.FITS,Main,60.00,Clear,CoRoT-2,Cecilia,AZ,moguest,False,session_01,observations\2026-08-09\CoRoT-2\session_01\CoRoT-2260809053915.fits,downloaded,656640
CoRoT-2260809054215,2026-08-09 05:42:15,https://mo-www.cfa.harvard.edu/ImageDirectory/CoRoT-2260809054215.FITS,Main,60.00,Clear,CoRoT-2,Cecilia,AZ,moguest,False,session_01,observations\2026-08-09\CoRoT-2\session_01\CoRoT-2260809054215.fits,downloaded,656640
CoRoT-2260809054516,2026-08-09 05:45:16,https://mo-www.cfa.harvard.edu/ImageDirectory/CoRoT-2260809054516.FITS,Main,60.00,Clear,CoRoT-2,Cecilia,AZ,moguest,False,session_01,observations\2026-08-09\CoRoT-2\session_01\CoRoT-2260809054516.fits,downloaded,656640
CoRoT-2260809054815,2026-08-09 05:48:15,https://mo-www.cfa.harvard.edu/ImageDirectory/CoRoT-2260809054815.FITS,Main,60.00,Clear,CoRoT-2,Cecilia,AZ,moguest,False,session_01,observations\2026-08-09\CoRoT-2\session_01\CoRoT-2260809054815.fits,downloaded,656640
CoRoT-2260809055115,2026-08-09 05:51:15,https://mo-www.cfa.harvard.edu/ImageDirectory/CoRoT-2260809055115.FITS,Main,60.00,Clear,CoRoT-2,Cecilia,AZ,moguest,False,session_01,observations\2026-08-09\CoRoT-2\session_01\CoRoT-2260809055115.fits,downloaded,656640
CoRoT-2260809055417,2026-08-09 05:54:17,https://mo-www.cfa.harvard.edu/ImageDirectory/CoRoT-2260809055417.FITS,Main,60.00,Clear,CoRoT-2,Cecilia,AZ,moguest,False,session_01,observations\2026-08-09\CoRoT-2\session_01\CoRoT-2260809055417.fits,downloaded,656640
CoRoT-2260809055716,2026-08-09 05:57:16,https://mo-www.cfa.harvard.edu/ImageDirectory/CoRoT-2260809055716.FITS,Main,60.00,Clear,CoRoT-2,Cecilia,AZ,moguest,False,session_01,observations\2026-08-09\CoRoT-2\session_01\CoRoT-2260809055716.fits,downloaded,656640
CoRoT-2260809060015,2026-08-09 06:00:15,https://mo-www.cfa.harvard.edu/ImageDirectory/CoRoT-2260809060015.FITS,Main,60.00,Clear,CoRoT-2,Cecilia,AZ,moguest,False,session_01,observations\2026-08-09\CoRoT-2\session_01\CoRoT-2260809060015.fits,downloaded,656640
CoRoT-2260809060316,2026-08-09 06:03:16,https://mo-www.cfa.harvard.edu/ImageDirectory/CoRoT-2260809060316.FITS,Main,60.00,Clear,CoRoT-2,Cecilia,AZ,moguest,False,session_01,observations\2026-08-09\CoRoT-2\session_01\CoRoT-2260809060316.fits,downloaded,656640
CoRoT-2260809060615,2026-08-09 06:06:15,https://mo-www.cfa.harvard.edu/ImageDirectory/CoRoT-2260809060615.FITS,Main,60.00,Clear,CoRoT-2,Cecilia,AZ,moguest,False,session_01,observations\2026-08-09\CoRoT-2\session_01\CoRoT-2260809060615.fits,downloaded,656640
CoRoT-2260809060916,2026-08-09 06:09:16,https://mo-www.cfa.harvard.edu/ImageDirectory/CoRoT-2260809060916.FITS,Main,60.00,Clear,CoRoT-2,Cecilia,AZ,moguest,False,session_01,observations\2026-08-09\CoRoT-2\session_01\CoRoT-2260809060916.fits,downloaded,656640
CoRoT-2260809061215,2026-08-09 06:12:15,https://mo-www.cfa.harvard.edu/ImageDirectory/CoRoT-2260809061215.FITS,Main,60.00,Clear,CoRoT-2,Cecilia,AZ,moguest,False,session_01,observations\2026-08-09\CoRoT-2\session_01\CoRoT-2260809061215.fits,downloaded,656640
CoRoT-2260809061515,2026-08-09 06:15:15,https://mo-www.cfa.harvard.edu/ImageDirectory/CoRoT-2260809061515.FITS,Main,60.00,Clear,CoRoT-2,Cecilia,AZ,moguest,False,session_01,observations\2026-08-09\CoRoT-2\session_01\CoRoT-2260809061515.fits,downloaded,656640
CoRoT-2260809061815,2026-08-09 06:18:15,https://mo-www.cfa.harvard.edu/ImageDirectory/CoRoT-2260809061815.FITS,Main,60.00,Clear,CoRoT-2,Cecilia,AZ,moguest,False,session_01,observations\2026-08-09\CoRoT-2\session_01\CoRoT-2260809061815.fits,downloaded,656640
CoRoT-2260809062115,2026-08-09 06:21:15,https://mo-www.cfa.harvard.edu/ImageDirectory/CoRoT-2260809062115.FITS,Main,60.00,Clear,CoRoT-2,Cecilia,AZ,moguest,False,session_01,observations\2026-08-09\CoRoT-2\session_01\CoRoT-2260809062115.fits,downloaded,656640
CoRoT-2260809062415,2026-08-09 06:24:15,https://mo-www.cfa.harvard.edu/ImageDirectory/CoRoT-2260809062415.FITS,Main,60.00,Clear,CoRoT-2,Cecilia,AZ,moguest,False,session_01,observations\2026-08-09\CoRoT-2\session_01\CoRoT-2260809062415.fits,downloaded,656640
CoRoT-2260809062715,2026-08-09 06:27:15,https://mo-www.cfa.harvard.edu/ImageDirectory/CoRoT-2260809062715.FITS,Main,60.00,Clear,CoRoT-2,Cecilia,AZ,moguest,False,session_01,observations\2026-08-09\CoRoT-2\session_01\CoRoT-2260809062715.fits,downloaded,656640
CoRoT-2260809063016,2026-08-09 06:30:16,https://mo-www.cfa.harvard.edu/ImageDirectory/CoRoT-2260809063016.FITS,Main,60.00,Clear,CoRoT-2,Cecilia,AZ,moguest,False,session_01,observations\2026-08-09\CoRoT-2\session_01\CoRoT-2260809063016.fits,downloaded,656640
CoRoT-2260809063316,2026-08-09 06:33:16,https://mo-www.cfa.harvard.edu/ImageDirectory/CoRoT-2260809063316.FITS,Main,60.00,Clear,CoRoT-2,Cecilia,AZ,moguest,False,session_01,observations\2026-08-09\CoRoT-2\session_01\CoRoT-2260809063316.fits,downloaded,656640
CoRoT-2260809063615,2026-08-09 06:36:15,https://mo-www.cfa.harvard.edu/ImageDirectory/CoRoT-2260809063615.FITS,Main,60.00,Clear,CoRoT-2,Cecilia,AZ,moguest,False,session_01,observations\2026-08-09\CoRoT-2\session_01\CoRoT-2260809063615.fits,downloaded,656640
CoRoT-2260809063915,2026-08-09 06:39:15,https://mo-www.cfa.harvard.edu/ImageDirectory/CoRoT-2260809063915.FITS,Main,60.00,Clear,CoRoT-2,Cecilia,AZ,moguest,False,session_01,observations\2026-08-09\CoRoT-2\session_01\CoRoT-2260809063915.fits,downloaded,656640
CoRoT-2260809064216,2026-08-09 06:42:16,https://mo-www.cfa.harvard.edu/ImageDirectory/CoRoT-2260809064216.FITS,Main,60.00,Clear,CoRoT-2,Cecilia,AZ,moguest,False,session_01,observations\2026-08-09\CoRoT-2\session_01\CoRoT-2260809064216.fits,downloaded,656640
CoRoT-2260809064515,2026-08-09 06:45:15,https://mo-www.cfa.harvard.edu/ImageDirectory/CoRoT-2260809064515.FITS,Main,60.00,Clear,CoRoT-2,Cecilia,AZ,moguest,False,session_01,observations\2026-08-09\CoRoT-2\session_01\CoRoT-2260809064515.fits,downloaded,656640
CoRoT-2260809064815,2026-08-09 06:48:15,https://mo-www.cfa.harvard.edu/ImageDirectory/CoRoT-2260809064815.FITS,Main,60.00,Clear,CoRoT-2,Cecilia,AZ,moguest,False,session_01,observations\2026-08-09\CoRoT-2\session_01\CoRoT-2260809064815.fits,downloaded,656640
CoRoT-2260809065116,2026-08-09 06:51:16,https://mo-www.cfa.harvard.edu/ImageDirectory/CoRoT-2260809065116.FITS,Main,60.00,Clear,CoRoT-2,Cecilia,AZ,moguest,False,session_01,observations\2026-08-09\CoRoT-2\session_01\CoRoT-2260809065116.fits,downloaded,656640
CoRoT-2260809065416,2026-08-09 06:54:16,https://mo-www.cfa.harvard.edu/ImageDirectory/CoRoT-2260809065416.FITS,Main,60.00,Clear,CoRoT-2,Cecilia,AZ,moguest,False,session_01,observations\2026-08-09\CoRoT-2\session_01\CoRoT-2260809065416.fits,downloaded,656640
CoRoT-2260809065716,2026-08-09 06:57:16,https://mo-www.cfa.harvard.edu/ImageDirectory/CoRoT-2260809065716.FITS,Main,60.00,Clear,CoRoT-2,Cecilia,AZ,moguest,False,session_01,observations\2026-08-09\CoRoT-2\session_01\CoRoT-2260809065716.fits,downloaded,656640
CoRoT-2260809070015,2026-08-09 07:00:15,https://mo-www.cfa.harvard.edu/ImageDirectory/CoRoT-2260809070015.FITS,Main,60.00,Clear,CoRoT-2,Cecilia,AZ,moguest,False,session_01,observations\2026-08-09\CoRoT-2\session_01\CoRoT-2260809070015.fits,downloaded,656640
CoRoT-2260809070315,2026-08-09 07:03:15,https://mo-www.cfa.harvard.edu/ImageDirectory/CoRoT-2260809070315.FITS,Main,60.00,Clear,CoRoT-2,Cecilia,AZ,moguest,False,session_01,observations\2026-08-09\CoRoT-2\session_01\CoRoT-2260809070315.fits,downloaded,656640
CoRoT-2260809070616,2026-08-09 07:06:16,https://mo-www.cfa.harvard.edu/ImageDirectory/CoRoT-2260809070616.FITS,Main,60.00,Clear,CoRoT-2,Cecilia,AZ,moguest,False,session_01,observations\2026-08-09\CoRoT-2\session_01\CoRoT-2260809070616.fits,downloaded,656640
CoRoT-2260809070916,2026-08-09 07:09:16,https://mo-www.cfa.harvard.edu/ImageDirectory/CoRoT-2260809070916.FITS,Main,60.00,Clear,CoRoT-2,Cecilia,AZ,moguest,False,session_01,observations\2026-08-09\CoRoT-2\session_01\CoRoT-2260809070916.fits,downloaded,656640
CoRoT-2260809071215,2026-08-09 07:12:15,https://mo-www.cfa.harvard.edu/ImageDirectory/CoRoT-2260809071215.FITS,Main,60.00,Clear,CoRoT-2,Cecilia,AZ,moguest,False,session_01,observations\2026-08-09\CoRoT-2\session_01\CoRoT-2260809071215.fits,downloaded,656640
