target,time_bjd,raw_flux,flux_err,session_id,is_real_data
CoRoT-2,2461261.7214571526,0.9378585570577276,0.017050306850605657,session_01,True
CoRoT-2,2461261.7270669327,4.319723858148967,0.5335964077507211,session_01,True
CoRoT-2,2461261.728296215,1.0621414429422724,0.17042162716762294,session_01,True
CoRoT-2,2461261.729526794,0.7935100621889833,0.17913944875876092,session_01,True
