target,time_bjd,raw_flux,flux_err,session_id,is_real_data
TrES-3,2461262.75463228,0.6547778721999873,0.08081848622723499,session_01,True
TrES-3,2461262.7564453473,6.906633275892202,0.8077997246244906,session_01,True
TrES-3,2461262.7585144443,1.0541526217627861,0.37111823659998133,session_01,True
TrES-3,2461262.7626956827,0.9458473782372139,1.1833287851383376,session_01,True
